Position,"Track Name",Artist,URL
1,rockstar,"Post Malone",https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
2,"How Can U Sleep (feat. Lil Dicky & The Game)",Brain,https://open.spotify.com/track/1cURnGaH9mR7YM8SsJHZeS
3,"Too Good At Goodbyes - Edit","Sam Smith",https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
4,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,https://open.spotify.com/track/7rdUtXasA973gmrr2Xxh3E
5,"The Gate",Björk,https://open.spotify.com/track/5YmQRn9i1ZDRfMUt5M80Cv
6,"Curve (feat. The Weeknd)","Gucci Mane",https://open.spotify.com/track/1tp1xMJ1uaOktksskS0Fzs
7,"Too Much To Ask","Niall Horan",https://open.spotify.com/track/3hRZsdTF5uyGA2uhNqEuhm
8,"Best Friend","Sofi Tukker",https://open.spotify.com/track/1Cicn7ce1xoVlq8gthE2eX
9,"On Hold (Jamie xx Remix)","The xx",https://open.spotify.com/track/0iALOYqXaVoluUIsSyDAny
10,"On Smash (feat. Lil Dicky)",Brain,https://open.spotify.com/track/0daY4BDM1MTMXdh42LwhDv
11,"For the Damaged Coda","Blonde Redhead",https://open.spotify.com/track/7jA5OcunWRSYXq98puhAX8
12,"Dusk Till Dawn - Radio Edit",ZAYN,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
13,"Peace Be Still (feat. Lauren Daigle)","The Belonging Co",https://open.spotify.com/track/6zvSkAEtFZIJD7kVeo5by4
14,"Let You Down",NF,https://open.spotify.com/track/3gWu8y0TKCIdy2mpTqVnTl
15,"Out of It","The Story So Far",https://open.spotify.com/track/1Y0Rr06Pknv7dOnv1AvpTk
16,"Sinä ansaitset kultaa (Vain elämää kausi 7)",Cheek,https://open.spotify.com/track/1pnYHu0479JaG3ESOTs0ZU
17,"Wanted (feat. Nevelle Viracocha)",araabMUZIK,https://open.spotify.com/track/05kIfJwnJ2EMhF1vVE6LGq
18,"Come Together","Gary Clark Jr.",https://open.spotify.com/track/45HAjqRWiNv6mMPw4NvZrU
19,"Dum Surfer","King Krule",https://open.spotify.com/track/2F5EymkgpuDGpn7NIJ3UNP
20,"Ti Fa Stare Bene",Caparezza,https://open.spotify.com/track/4nnu4hEwa5oejaEMpizXxY
21,"The Last Of The Real Ones","Fall Out Boy",https://open.spotify.com/track/7cQMJ0wDqVS5iM0JIvP6Ay
22,Mistakes,"Tove Styrke",https://open.spotify.com/track/0sZfuG1rArPovx9CdZ40vZ
23,"Some Kind Of Love","The Killers",https://open.spotify.com/track/2opYFXG31JmbHuYTMs9J5a
24,"Find You","Nick Jonas",https://open.spotify.com/track/6Ll3qUTssdGWMxbwhMud2N
25,"So Much More Than This","Grace VanderWaal",https://open.spotify.com/track/6l3iEDNEyAm9AM5MSjvLkm
26,"WE KNOW WHERE YOU FUCKING LIVE","Marilyn Manson",https://open.spotify.com/track/4lprqtRCZkIx4ZtuM7ptfu
27,"You’re The Best Thing About Me - U2 Vs. Kygo",U2,https://open.spotify.com/track/4A95W8Z7DGEFvD2j7pmtUB
28,"Como Antes",Yandel,https://open.spotify.com/track/5YzA563GXTuwQaRq24z1k5
29,"What Lovers Do (feat. SZA)","Maroon 5",https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
30,Imperfection,Evanescence,https://open.spotify.com/track/0GoAG2WNq3mtrOtz7LkgC4
31,"Jocelyn Flores",XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
32,Silence,Marshmello,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
33,"Torete - From ""Love You to the Stars And Back""","Moira Dela Torre",https://open.spotify.com/track/4aUf4lzQ1di5JajZ4a9FuI
34,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
35,"Leg Over - Remix","Mr Eazi",https://open.spotify.com/track/4AaX9uSYqYLiI6r90NKh8w
36,"Across The Room (feat. Leon Bridges)",ODESZA,https://open.spotify.com/track/4YaNLEPw3MrIgkGOkBrAh2
37,Alone,"Jessie Ware",https://open.spotify.com/track/6oH2hy85hq65VeOvKbV0sB
38,"I'll Name the Dogs","Blake Shelton",https://open.spotify.com/track/2n5ZD87XQ2yvIxGjoYbUmZ
39,Yours,"Now, Now",https://open.spotify.com/track/3zzW1STuSWbyEe76XgP6kp
40,Havana,"Camila Cabello",https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
41,"Bodak Yellow","Cardi B",https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
42,"The Spectre","Alan Walker",https://open.spotify.com/track/2DGa7iaidT5s0qnINlwMjJ
43,"Out Loud","Gabbie Hanna",https://open.spotify.com/track/5ufOMPVpnpGNeMyGgOej68
44,"I Love You, Will You Marry Me",YUNGBLUD,https://open.spotify.com/track/27eL29lQkjRiQWKdH4O3Kn
45,2017,"Rasmus Seebach",https://open.spotify.com/track/0WFJgzULh0odcTPkP62eGY
46,Tvillingen,Darin,https://open.spotify.com/track/7M4pAbgcKPAelcZxsUPPwE
47,"Look What You Made Me Do","Taylor Swift",https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
48,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
49,"Cásate Conmigo","Silvestre Dangond",https://open.spotify.com/track/6f4UPdDBQONKJBRqwZGjaJ
50,Gashina,SUNMI,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
