Position,"Track Name",Artist,URL
1,"Yodeling Walmart Kid","Charles Goose",https://open.spotify.com/track/64kCQGFNZHn3xRffxdxqfv
2,"Guatemala (feat. Slim Jxmmi) - From Swaecation","Rae Sremmurd",https://open.spotify.com/track/6sTDhYVVXU3HSDuG7mBLRU
3,"Nice For What",Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
4,"I Like It","Cardi B",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
5,Rats,Ghost,https://open.spotify.com/track/0GSguwVydcDTrHPoQsS8FU
6,"Barbie Tingz","Nicki Minaj",https://open.spotify.com/track/2qsQ8eVDPmobZpvDxQCVQu
7,"Sky Full Of Song","Florence + The Machine",https://open.spotify.com/track/5mdooqkfMvf7LtIFKReUYg
8,"Pull Up (feat. Joey Bada$$ & A$AP Ferg)","Powers Pleasant",https://open.spotify.com/track/6lM1G8kF3xCUW20lIRfoBm
9,Chun-Li,"Nicki Minaj",https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
10,"September - Recorded at The Tracking Room Nashville","Taylor Swift",https://open.spotify.com/track/5eGX87IiKsGuzS3iw4CfCX
11,"Te Boté - Remix","Nio Garcia",https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
12,"One Kiss (with Dua Lipa)","Calvin Harris",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
13,Sexo,Residente,https://open.spotify.com/track/0j00zu3FKBWSu1Hyt2Ivcj
14,"Pynk (feat. Grimes)","Janelle Monáe",https://open.spotify.com/track/5nASGGi1QarKyMmGg2fhaB
15,"Let Me",ZAYN,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
16,"All Girls Are The Same","Juice WRLD",https://open.spotify.com/track/1dNyRyz1QBN9kO1etUs1PI
17,Youngblood,"5 Seconds of Summer",https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
18,"Cry Pretty","Carrie Underwood",https://open.spotify.com/track/47gqRMoIkFm7Rac86xZVh7
19,"Better Not (feat. Wafia)","Louis The Child",https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0
20,"Lo Siento","SUPER JUNIOR",https://open.spotify.com/track/2VVqxQhALecXvaArlZSVXr
21,GOTTI,6ix9ine,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
22,"Be Careful","Cardi B",https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
23,"Borotalco (feat. Carl Brave x Franco 126)","Noyz Narcos",https://open.spotify.com/track/6fHkpJ8lv3NjRjUtLPFHXq
24,Nevermind,"Dennis Lloyd",https://open.spotify.com/track/63SevszngYpZOwf63o61K4
25,"Freaky Friday (feat. Chris Brown)","Lil Dicky",https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
26,"The Rage","Kid Cudi",https://open.spotify.com/track/5qyKWEAGShhHMGLl8WQ97c
27,"Mic Check (feat. Salmo)","Noyz Narcos",https://open.spotify.com/track/7pGR33X8qLWDUzVcNpOveT
28,"Me Muero","Carlos Rivera",https://open.spotify.com/track/2cApvgmuR7GHuiPgQSr5dr
29,"Call Out My Name","The Weeknd",https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
30,Miracle,CHVRCHES,https://open.spotify.com/track/43oX6qFdj2bHGeWzPps3rs
31,"I Do (feat. SZA)","Cardi B",https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
32,X,"Nicky Jam",https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
33,Esskeetit,"Lil Pump",https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
34,"Anybody (feat. Nicki Minaj)","Young Thug",https://open.spotify.com/track/5I30ByMf5nhgbSokY1EZiN
35,"Love is for Losers","The Longshot",https://open.spotify.com/track/7DWqUz3k5f4XB0qFq7Jzho
36,"A$AP Forever","A$AP Rocky",https://open.spotify.com/track/1YmF9PvLhIISIANoMLIYGq
37,"Anna Wintour","Azealia Banks",https://open.spotify.com/track/0U0266U8qEvuhZnHIYZKwd
38,"Hard 2 Face Reality","Poo Bear",https://open.spotify.com/track/0sPJELXHyWpFgkxlzvvRFI
39,"Nos Fuimos Lejos","Descemer Bueno",https://open.spotify.com/track/7yfha8TaN0DVNGp180Z5Zr
40,"Delicate - Recorded at The Tracking Room Nashville","Taylor Swift",https://open.spotify.com/track/1Fj0T1XKuhRu7EZzJ7NJIK
41,"Best Life (feat. Chance The Rapper)","Cardi B",https://open.spotify.com/track/00B7TZ0Xawar6NZ00JFomN
42,Zombie,"Bad Wolves",https://open.spotify.com/track/1vNoA9F5ASnlBISFekDmg3
43,"One I Love",BATE,https://open.spotify.com/track/7yqkSfpsdd0R1mMlOQ7t3b
44,Hunnybee,"Unknown Mortal Orchestra",https://open.spotify.com/track/3DPFmwFtV5ElQaTniLOdgk
45,1942,G-Eazy,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
46,Silencio,Yashua,https://open.spotify.com/track/4QKEFIXLvE0uhNLYgjfGLc
47,"花요일 Blooming Day",EXO-CBX,https://open.spotify.com/track/4kmp56RAtXEzHOANS0BaLX
48,"Playinwitme (feat. Kehlani)",KYLE,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
49,"What is Love?",TWICE,https://open.spotify.com/track/2PhG74FocRobLC8pP9cIBI
50,"Thru Your Phone","Cardi B",https://open.spotify.com/track/74cVJfmK18rhWnscIpGXjt
